,title,price,description,feature,brand,price_sgd,screen_size_inches,resolution,smart_tv,weight_kg,height_cm,width_cm,depth_cm,refresh_rate_hz,hdmi_ports,usb_ports,operating_system,energy_efficiency_class,sound_output_w
83,SAMSUNG QA50LS03AAKXXS The Frame Art Mode 4K Smart,"S$1,977.00","Screen size; 50 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Product dimensions; 22.8D x 112.4W x 67.9H centimetres; Resolution; 4K; Refresh rate; 240; Special features; QLED TV; Model name; Samsung; Included components; 1 x Television","About this item; 100% Colour volume with quantum dot; The Frame is powered by Samsung's own Quantum Processor 4K; The frame's quantum processor 16-bit colour mapping technology applies 3-dimensional colour control; Auto-optimised sound based on content type; Two-toned backlight, double the colour realism",Samsung,1977.0,50.0,4K,Yes,,67.9,112.4,22.8,240.0,,,Not specified,Not specified,
84,Sony X90J,"S$2,749.00","Screen size; 75 Inches; Brand; Sony; Supported Internet services; Google TV; Display technology; LED; Resolution; 4K; Special features; Flat; Model name; BRAVIA XR; Included components; Stand, TV; Mounting type; Table Mount; Model year; 2021",About this item; Sony X90J TV BRAVIA XR Full Array LED 4K Ultra HD Smart Google TV with Dolby Vision HDR and Alexa Compatibility (75); Sony,Sony,2749.0,75.0,4K,Google TV,,,,,,,,Not specified,Not specified,
85,"AIWA 40"" FHD Digital Ready Frameless Television",S$399.00,"Screen size; 40 Inches; Brand; Aiwa; Product dimensions; 8.7D x 89.8W x 51.5H centimetres; Resolution; 1080p; Special features; Flat; Included components; Stand, TV; Audio output mode; Digital",About this item; Digital Ready TV; HDR TV; 1080P,Others,399.0,40.0,1080p,Not specified,,51.5,89.8,8.7,,,,Not specified,Not specified,
86,Sharp 2T-C42BD1X 42-Inch 1080 HD Ready LED,S$479.00,"Screen size; 42 Inches; Brand; Sharp; Display technology; LED; Product dimensions; 3.2D x 37.6W x 22.7H centimetres; Resolution; 1080p; Refresh rate; 60 Hz; Special features; Flat; Model name; 2T C42BD1X; Included components; 1 x LED TV; Connectivity technology; USB, HDMI","About this item; USB multimedia for video, music and photos; Super ECO mode optimized energy efficient screen display; Comfort Mode reduces 50 percent of blue light; Directed sound with rich details and superb stereo imaging; 7 Shields protection",Others,479.0,42.0,1080p,No,,22.7,37.6,3.2,60.0,1.0,1.0,Not specified,Not specified,
87,LG 75QNED99TPB 75-inch 8K QNED Smart,"S$11,688.00","Screen size; 75 Inches; Brand; LG; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LCD; Resolution; 8K; Special features; Flat; Model name; 75QNED; Included components; Stand, TV, Remote; Connectivity technology; Wi-Fi; Mounting type; Table Mount","About this item; Real 8K Quantum Dot NanoCell Display, ?9 Gen4 AI Processor 8K, AI ThinQ, Dolby Vision IQ and Dolby Atmosｮ, Game Optimizer, New Magic Remote; Operating System (OS): webOS Smart TV; HDMI 2.1: 4, USB: 3, Bluetooth V5.0, LAN(Rear), eARC(HDMI 2), WiFi; Accessories: MR21 Remote, Battery, Component / AV Gender, Power Cable; Size with Stand (WxHxD): 1665 x 1032 x 405mm, Size without Stand (WxHxD): 1665 x 958 x 29.5mm, VESA Size (HxV): 400 x 400mm",LG,11688.0,75.0,8K,Yes,,103.2,166.5,40.5,,4.0,3.0,webOS,Not specified,
88,Sony 55inch X90J,"S$1,549.00","Screen size; 55 Inches; Brand; Sony; Supported Internet services; Google TV; Display technology; LED; Resolution; 4K; Special features; Flat; Model name; BRAVIA XR; Included components; Stand, TV; Mounting type; Table Mount; Model year; 2021",About this item; Sony 55inch X90J TV BRAVIA XR Full Array LED 4K Ultra HD Smart Google TV with Dolby Vision HDR and Alexa Compatibility (55X90J); Sony,Sony,1549.0,55.0,4K,Yes,,,,,,,,Google TV,Not specified,
89,Samsung QA55QN85BAKXXS Neo Qled 4K Smart,"S$2,099.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Resolution; 4K; Refresh rate; 120 Hz; Special features; Flat; Model name; Samsung; Included components; 1 x NEO QLED 4K Smart TV, 1 x Remote Controller, 1 x Samsung Smart Control, 1 x Optional Stand Support (Y20 Studio), 1 x Vesa Wall Mount Support, 1 x Auto-Rotation Accessory Support, 1 x User Manual, 1 x E-Manual, 1 x Webcam Support, 1 x Power Cable; See more; Connectivity technology; HDMI",About this item; Pinnacle of ultra-fine light control; Intelligent processor perfected by deep-learning; Dolby atmos experience with top channel speakers; Your contents in one place for ultimate convenience; You can enjoy great detail in both the darkest and brightest scenes,Samsung,2099.0,55.0,4K,Yes,,,,,120.0,1.0,,Not specified,Not specified,
90,Samsung QA75QN900AKXXS 75-inch 8K Neo QLED Smart,"S$7,499.00","Screen size; 75 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 8K; Special features; Flat; Model name; QA75QN900AKXXS; Included components; Stand, TV; Mounting type; Table Mount","About this item; QA75QN900AKXXS 75-inch 8K Neo QLED Smart TV, 1 Tick; Samsung",Samsung,7499.0,75.0,8K,Yes,,,,,,,,Not specified,Not specified,
91,LG OLED48C1PTB.ATC C1 OLED Smart,"S$2,249.00","Screen size; 48 Inches; Brand; LG; Supported Internet services; Netflix; Display technology; OLED; Product dimensions; 24.6D x 107.1W x 65.6H centimetres; Resolution; 4K; Refresh rate; 240; Special features; Real 4K Resolution, Sports Alert, Filmmaker Mode; Model name; LG; Included components; 1 x Smart LED TV, Remote MR21, Batteries (AA x 2EA), Component / AV Gender, Power Cable",About this item; 100 million reasons to love OLED; OLED puts LED in the shade; Get the full range of enjoyment with HDR 10 Pro; OLED passes with flying colors; Designed to stand out,LG,2249.0,48.0,4K,Yes,,65.6,107.1,24.6,240.0,,,Not specified,Not specified,
92,PRISM+ Q55 Ultra |4K QLED Google,"S$1,299.00","Screen size; 55 Inches; Brand; Prism+; Supported Internet services; Netflix; Display technology; QLED; Product dimensions; 26D x 123W x 78H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Audio output mode; Surround","About this item; First Singaporean Google TV Brand; 55"" 4K Ultra HD Google TV; Advanced QLED Color technology that brings out greater brightness, contrast, and color.; Powered by Dolby Vision, Dolby Atmos, HDR10+, and Filmmaker Mode to create a cinematic experience like none other; Google Playstore - over 5,000 apps like Netflix, Youtube, Prime Video, Spotify, Twitch, Plex, and more; Inbuilt Chromecast for you to cast content from your phone, tablet and laptop onto the TV. Supports major apps like Netflix, meWATCH, Youtube; Far Field Voice Control - Control your Android TV using Google Assistant voice commands; 4K UHD Resolution, IPS Panel, 1.07 Billion Colors, ZeroBezel Form Factor, HDR10, Dolby Audio Surround Sound, DTS TruSurround, Digital Ready; Digital Ready; Show More",Others,1299.0,55.0,4K,Yes,,78.0,123.0,26.0,,,,Android TV,Not specified,
93,Hisense A7G 65 Inch Uhd Smart,"S$1,199.00","Brand; Hisense; Included components; TV, TV Stand, Remote Control, Battery AAA x 2, User Manual, Quick Setup Guide, Power Cord; Item weight; 18.5 Kilograms","About this item; Dolby Vision & Atmos - Experience the most realistic holographic ""surround"" impact; Ultra Dimming - Better contrast for the enhanced viewing experience; HDR 10+ - Enjoy dynamic and bright display quality; Game Mode - Low Latency VRR+ALLM, experience no lag in FPS games; Low Bluelight - Low Blue Light to protect your eyes anytime (TÜV certificate)",Others,1199.0,65.0,Not specified,Not specified,18.5,,,,,,,Not specified,Not specified,
94,PRISM+ Q65 Ultra | 4K QLED Google,"S$1,599.00","Screen size; 65 Inches; Brand; Prism+; Supported Internet services; Netflix; Display technology; QLED; Product dimensions; 29D x 145W x 91H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Audio output mode; Surround","About this item; First Singaporean Google TV Brand; 65"" 4K Ultra HD Google TV; Advanced QLED Color technology that brings out greater brightness, contrast, and color.; Powered by Dolby Vision, Dolby Atmos, HDR10+, and Filmmaker Mode to create a cinematic experience like none other; Google Playstore - over 5,000 apps like Netflix, Youtube, Prime Video, Spotify, Twitch, Plex, and more; Inbuilt Chromecast for you to cast content from your phone, tablet and laptop onto the TV. Supports major apps like Netflix, meWATCH, Youtube; Far Field Voice Control - Control your Android TV using Google Assistant voice commands; 4K UHD Resolution, IPS Panel, 1.07 Billion Colors, ZeroBezel Form Factor, HDR10, Dolby Audio Surround Sound, DTS TruSurround, Digital Ready",Others,1599.0,65.0,4K,Yes,,91.0,145.0,29.0,,,,Android TV,Not specified,
95,PRISM+ Q65 2023 Quantum Edition | 4K Google,"S$1,099.00","Screen size; 65 Inches; Brand; Prism+; Supported Internet services; Netflix; Product dimensions; 29D x 145W x 91H centimetres; Resolution; 4K; Special features; Flat; Included components; Stand, TV; Mounting type; Table Mount; Audio output mode; Surround","About this item; First Singaporean Google TV Brand; 65"" 4K Ultra HD Google TV; Google Playstore - over 5,000 apps like Netflix, Youtube, Prime Video, Spotify, Twitch, Plex, and more; Inbuilt Chromecast for you to cast content from your phone, tablet and laptop onto the TV. Supports major apps like Netflix, meWATCH, Youtube; Google Assistant - Control your Android TV using voice commands; 4K UHD Resolution, IPS Panel, 1.07 Billion Colors, ZeroBezel Form Factor, HDR10, Dolby Audio Surround Sound, DTS TruSurround, Digital Ready",Others,1099.0,65.0,4K,Yes,,91.0,145.0,29.0,,,,Android TV,Not specified,
96,Samsung QA50Q60BAKXXS QLED 4K Smart,"S$1,049.00","Screen size; 50 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; LED; Resolution; 4K; Refresh rate; 60; Special features; Flat; Model name; Samsung; Included components; 1 x QLED 4K Smart TV, 1 x Slim Fit Wall-mount Support, 1 x Full Motion Slim Wall Mount (Y22), 1 x Webcam Support; See more; Connectivity technology; HDMI",About this item; See the content you love in a new light with incredible picture detail; Experience stunning 4K picture with over a billion breath-taking colours; Dual LED TV balances colour for bolder contrast and a more lifelike picture; A stunningly slim and sleek TV; Complete your audio experience with virtual 3D surround sound,Samsung,1049.0,50.0,4K,Yes,,,,,60.0,1.0,,Not specified,Not specified,
97,Hisense A85H 65 Inch Oled Smart,"S$3,199.00","Screen size; 65 Inches; Brand; Hisense; Supported Internet services; Netflix, YouTube, Browser; Display technology; OLED; Refresh rate; 120; Special features; Flat; Model name; A85H; Included components; TV, TV Stand, Remote Control, Battery AAA x 2, User Manual, Quick Setup Guide, Power Cord; Connectivity technology; Wi-Fi; Mounting type; Table Mount","About this item; OLED EV panel - Prefect blacks & richest details; Native 120Hz - Support a smooth and real-time response; Dolby Vision IQ & Atmos - Experience the most realistic holographic ""surround"" impact; RMS 60W - 4 x 10W + 2 x 10W Speakers, 6 Speakers bring you an immersive sound experience, just like sitting in the sence; Game Mode Pro - AMD FreeSync Premium + Low Latency VRR+ALLM, experience no lag in FPS games",Others,3199.0,65.0,OLED,Yes,,,,,120.0,,,Not specified,Not specified,60.0
98,Sony X7500H 4K Ultra HD High Dynamic Range (HDR) Android LED Smart,"S$1,099.00","Screen size; 65 Inches; Brand; Sony; Supported Internet services; Netflix, Amazon Prime Video, YouTube; Display technology; LED; Resolution; 4K; Special features; Flat; Model name; X7500H; Included components; Stand, TV; Connectivity technology; USB, HDMI; Mounting type; Wall Mount","About this item; Beautiful colours and contrast, fine details; Boost sound with clear, punchy bass; Refined design matches your space; Android TV: A faster way to the entertainment you love; Inclusive of standard wall bracket and installation",Sony,1099.0,65.0,4K,Yes,,,,,,,,Android TV,Not specified,
99,24 Inch Computer Curved Screen Full HD 1080P HDR 178° Full viewing Smart Connect with,S$199.04,"Screen size; 24 Inches; Brand; Meega; Special features; Curved; Refresh rate; 75 Hz; Connectivity technology; VGA, USB, DVI, HDMI; Resolution; FHD 1080p; Total HDMI ports; 1; Display technology; LCD; Mounting type; Wall Mount; Item weight; 5.5 Kilograms","About this item; 💻Multi-device Compatible: This Computer screen has VGA , DVI, USB and HDMI input ports, it is compatible with multiple devices: laptops, computer host, Xbox One, PS3, PS4, Nintendo Switch, TV box etc.; 💻HDR skill : HDR effects can take you into a real world. HDR technology increases the overall dynamic range between black and white, so that the bright part is not exposed and the dark part is not dim。; 💻Fast : 75Hz refresh rate combined with 2ms response time makes the transition between pictures more delicate and can see more details of action.; 💻178° Full viewing : The color is bright, when you look at the screen from the front and side, the color is the same full; 💻The Full screen design allows the view to break through the boundary constraints, expand the display area, and bring more immersive visual experience. This is to make the width of the three sides of the screen only 2mm.",Others,199.04,24.0,1080p,No,5.5,,,,75.0,1.0,1.0,Not specified,Not specified,
100,AMAZON FIRE,S$20.89,Brand; Independently published; Max number of supported devices; 1; Controller type; Button Control; Maximum range; 10 Meters; Battery description; Alkaline; Item dimensions LxWxH; 15.2 x 0.7 x 22.9 centimetres,,Others,20.89,,Not specified,Not specified,,22.9,15.2,0.7,,,,Not specified,Not specified,
101,Samsung QA75QN700BKXXS Neo QLED 8K Smart,"S$5,299.00","Screen size; 55 Inches; Brand; Samsung-3P; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; QLED; Resolution; 8K; Special features; Flat; Model name; QA75QN700BKXXS; Included components; Stand, TV; Connectivity technology; Wi-Fi; Mounting type; Table Mount","About this item; Quantum Matrix Technology; Minimal glare to reduce distractions; EyeComfort Mode; Sound Output (RMS): 60W; Connectivity: HDMI x4, USB x3, Ethernet (LAN), Digital Audio Out (Optical), eARC (HDMI 3), HDMI Quick Switch, USB-C (Camera Only); WiFi5, Bluetooth BT5.2; VESA Spec: 400 x 400 mm; Set Weight with Stand: 41.6 kg; Set Size with Stand (WxHxD): 1668.3 x 1022.9 x 318.3 mm; Set Size without Stand (WxHxD): 1668.3 x 955.6 x 18.1 mm; Show More",Samsung,5299.0,55.0,8K,Yes,41.6,102.29,166.83,31.83,,4.0,3.0,Not specified,Not specified,60.0
102,LG OLED65G2PSA 'evo Gallery Edition' Smart 4K OLED,"S$3,449.00","Screen size; 65 Inches; Brand; LG; Supported Internet services; Netflix, Amazon Instant Video, YouTube; Display technology; 4K UHD; Resolution; 4K; Special features; Flat; Model name; OLED65G2PSA; Included components; Stand, TV; Mounting type; Table Mount; Operating system; WebOS","About this item; LG OLED65G2PSA 'evo Gallery Edition' Smart 4K OLED TV, 65-inch, 4 Ticks; LG",LG,3449.0,65.0,4K,Yes,,,,,,,,webOS,Not specified,
